CoC,Count,"Overall Homeless - Under 18, 2013","Overall Homeless - Age 18 to 24, 2013","Overall Homeless - Over 24, 2013","Sheltered ES Homeless, 2013","Sheltered ES Homeless - Under 18, 2013","Sheltered ES Homeless - Age 18 to 24, 2013","Sheltered ES Homeless - Over 24, 2013","Sheltered TH Homeless, 2013","Sheltered TH Homeless - Under 18, 2013","Sheltered TH Homeless - Age 18 to 24, 2013","Sheltered TH Homeless - Over 24, 2013","Sheltered SH Homeless, 2013","Sheltered SH Homeless - Age 18 to 24, 2013","Sheltered SH Homeless - Over 24, 2013","Sheltered Total Homeless, 2013","Sheltered Total Homeless - Under 18, 2013","Sheltered Total Homeless - Age 18 to 24, 2013","Sheltered Total Homeless - Over 24, 2013","Unsheltered Homeless, 2013","Unsheltered Homeless - Under 18, 2013","Unsheltered Homeless - Age 18 to 24, 2013","Unsheltered Homeless - Over 24, 2013","Overall Homeless Individuals, 2013","Overall Homeless Individuals - Under 18, 2013","Overall Homeless Individuals - Age 18 to 24, 2013","Overall Homeless Individuals - Over 24, 2013","Sheltered ES Homeless Individuals, 2013","Sheltered ES Homeless Individuals - Under 18, 2013","Sheltered ES Homeless Individuals - Age 18 to 24, 2013","Sheltered ES Homeless Individuals - Over 24, 2013","Sheltered TH Homeless Individuals, 2013","Sheltered TH Homeless Individuals - Under 18, 2013","Sheltered TH Homeless Individuals - Age 18 to 24, 2013","Sheltered TH Homeless Individuals - Over 24, 2013","Sheltered SH Homeless Individuals, 2013","Sheltered SH Homeless Individuals - Age 18 to 24, 2013","Sheltered SH Homeless Individuals - Over 24, 2013","Sheltered Total Homeless Individuals, 2013","Sheltered Total Homeless Individuals - Under 18, 2013","Sheltered Total Homeless Individuals - Age 18 to 24, 2013","Sheltered Total Homeless Individuals - Over 24, 2013","Unsheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals - Under 18, 2013","Unsheltered Homeless Individuals - Age 18 to 24, 2013","Unsheltered Homeless Individuals - Over 24, 2013","Overall Homeless People in Families, 2013","Overall Homeless People in Families - Under 18, 2013","Overall Homeless People in Families - Age 18 to 24, 2013","Overall Homeless People in Families - Over 24, 2013","Sheltered ES Homeless People in Families, 2013","Sheltered ES Homeless People in Families - Under 18, 2013","Sheltered ES Homeless People in Families - Age 18 to 24, 2013","Sheltered ES Homeless People in Families - Over 24, 2013","Sheltered TH Homeless People in Families, 2013","Sheltered TH Homeless People in Families - Under 18, 2013","Sheltered TH Homeless People in Families - Age 18 to 24, 2013","Sheltered TH Homeless People in Families - Over 24, 2013","Sheltered Total Homeless People in Families, 2013","Sheltered Total Homeless People in Families - Under 18, 2013","Sheltered Total Homeless People in Families - Age 18 to 24, 2013","Sheltered Total Homeless People in Families - Over 24, 2013","Unsheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families - Under 18, 2013","Unsheltered Homeless People in Families - Age 18 to 24, 2013","Unsheltered Homeless People in Families - Over 24, 2013","Overall Homeless Family Households, 2013","Sheltered ES Homeless Family Households, 2013","Sheltered TH Homeless Family Households, 2013","Sheltered Total Homeless Family Households, 2013","Unsheltered Homeless Family Households, 2013","Overall Chronically Homeless, 2013","Sheltered ES Chronically Homeless, 2013","Sheltered SH Chronically Homeless, 2013","Sheltered Total Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Overall Chronically Homeless Individuals, 2013","Sheltered ES Chronically Homeless Individuals, 2013","Sheltered SH Chronically Homeless Individuals, 2013","Sheltered Total Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Overall Chronically Homeless People in Families, 2013","Sheltered ES Chronically Homeless People in Families, 2013","Sheltered Total Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Overall Homeless Veterans, 2013","Overall Homeless Veterans - Female, 2013","Sheltered Total Homeless Veterans, 2013","Sheltered Total Homeless Veterans - Female, 2013","Unsheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans - Female, 2013"
OH-508,522,125,114,283,247,47,58,142,200,72,41,87,19,0,19,466,119,99,248,56,6,15,35,292,1,73,218,143,0,36,107,82,0,23,59,19,0,19,244,0,59,185,48,1,14,33,230,124,41,65,104,47,22,35,118,72,18,28,222,119,40,63,8,5,1,2,92,35,54,89,3,71,29,18,47,24,54,12,18,30,24,17,17,17,0,52,3,44,3,8,0
OK-500,190,66,20,104,78,35,9,34,67,18,8,41,0,0,0,145,53,17,75,45,13,3,29,87,2,11,74,23,1,4,18,38,0,5,33,0,0,0,61,1,9,51,26,1,2,23,103,64,9,30,55,34,5,16,29,18,3,8,84,52,8,24,19,12,1,6,36,19,10,29,7,35,28,0,28,7,16,11,0,11,5,19,17,17,2,14,2,13,2,1,0
OK-501,1008,124,81,803,583,60,38,485,257,52,17,188,46,1,45,886,112,56,718,122,12,25,85,835,15,73,747,502,10,33,459,181,2,16,163,46,1,45,729,12,50,667,106,3,23,80,173,109,8,56,81,50,5,26,76,50,1,25,157,100,6,51,16,9,2,5,58,31,21,52,6,114,59,21,80,34,114,59,21,80,34,0,0,0,0,149,13,136,11,13,2
OK-502,1362,145,113,"1,104",820,66,80,674,249,78,17,154,0,0,0,"1,069",144,97,828,293,1,16,276,"1,123",7,95,"1,021",694,7,66,621,138,0,13,125,0,0,0,832,7,79,746,291,0,16,275,239,138,18,83,126,59,14,53,111,78,4,29,237,137,18,82,2,1,0,1,87,43,43,86,1,313,97,0,97,216,288,72,0,72,216,25,25,25,0,188,6,140,5,48,1
OK-503,272,79,30,163,113,29,8,76,36,14,13,9,0,0,0,149,43,21,85,123,36,9,78,155,14,21,120,83,10,6,67,10,0,7,3,0,0,0,93,10,13,70,62,4,8,50,117,65,9,43,30,19,2,9,26,14,6,6,56,33,8,15,61,32,1,28,48,11,11,22,26,39,13,0,13,26,21,7,0,7,14,18,6,6,12,9,1,6,1,3,0
OK-504,368,102,33,233,60,11,3,46,153,75,18,60,0,0,0,213,86,21,106,155,16,12,127,243,23,28,192,45,1,3,41,68,19,14,35,0,0,0,113,20,17,76,130,3,11,116,125,79,5,41,15,10,0,5,85,56,4,25,100,66,4,30,25,13,1,11,38,5,24,29,9,44,25,0,25,19,42,23,0,23,19,2,2,2,0,9,1,3,0,6,1
OK-505,487,126,78,283,288,71,56,161,30,12,6,12,0,0,0,318,83,62,173,169,43,16,110,304,22,69,213,186,13,49,124,14,0,5,9,0,0,0,200,13,54,133,104,9,15,80,183,104,9,70,102,58,7,37,16,12,1,3,118,70,8,40,65,34,1,30,60,34,4,38,22,112,67,0,67,45,89,52,0,52,37,23,15,15,8,26,1,22,1,4,0
OK-506,196,58,42,96,99,24,20,55,60,24,22,14,0,0,0,159,48,42,69,37,10,0,27,111,0,41,70,68,0,19,49,22,0,22,0,0,0,0,90,0,41,49,21,0,0,21,85,58,1,26,31,24,1,6,38,24,0,14,69,48,1,20,16,10,0,6,27,9,11,20,7,8,4,0,4,4,8,4,0,4,4,0,0,0,0,30,2,10,0,20,2
OK-507,525,180,52,293,260,107,18,135,63,14,8,41,0,0,0,323,121,26,176,202,59,26,117,321,49,37,235,163,43,11,109,39,0,6,33,0,0,0,202,43,17,142,119,6,20,93,204,131,15,58,97,64,7,26,24,14,2,8,121,78,9,34,83,53,6,24,72,27,10,37,35,54,16,0,16,38,39,11,0,11,28,15,5,5,10,12,3,8,3,4,0
OR-500,1751,226,164,"1,361",388,46,19,323,261,116,23,122,0,0,0,649,162,42,445,"1,102",64,122,916,"1,404",35,145,"1,224",318,7,15,296,64,3,12,49,0,0,0,382,10,27,345,"1,022",25,118,879,347,191,19,137,70,39,4,27,197,113,11,73,267,152,15,100,80,39,4,37,108,24,59,83,25,415,140,0,140,275,368,123,0,123,245,47,17,17,30,229,22,78,7,151,15
OR-501,4441,749,461,"3,231",974,214,135,625,"1,572",462,149,961,0,0,0,"2,546",676,284,"1,586","1,895",73,177,"1,645","3,183",37,348,"2,798",623,20,107,496,788,3,76,709,0,0,0,"1,411",23,183,"1,205","1,772",14,165,"1,593","1,258",712,113,433,351,194,28,129,784,459,73,252,"1,135",653,101,381,123,59,12,52,398,115,246,361,37,"1,150",158,0,158,992,"1,006",110,0,110,896,144,48,48,96,413,49,198,33,215,16
OR-502,548,60,31,457,237,23,14,200,199,36,7,156,0,0,0,436,59,21,356,112,1,10,101,472,17,28,427,213,9,12,192,150,8,6,136,0,0,0,363,17,18,328,109,0,10,99,76,43,3,30,24,14,2,8,49,28,1,20,73,42,3,28,3,1,0,2,24,8,15,23,1,172,115,0,115,57,166,113,0,113,53,6,2,2,4,226,10,198,7,28,3
OR-503,506,138,51,317,126,26,16,84,135,54,12,69,0,0,0,261,80,28,153,245,58,23,164,316,34,31,251,94,9,9,76,56,9,7,40,0,0,0,150,18,16,116,166,16,15,135,190,104,20,66,32,17,7,8,79,45,5,29,111,62,12,37,79,42,8,29,60,10,25,35,25,137,19,0,19,118,73,16,0,16,57,64,3,3,61,40,2,18,2,22,0
OR-505,5525,"1,653",553,"3,319",969,184,71,714,"1,225",489,127,609,5,0,5,"2,199",673,198,"1,328","3,326",980,355,"1,991","2,978",131,381,"2,466",716,26,57,633,438,16,69,353,5,0,5,"1,159",42,126,991,"1,819",89,255,"1,475","2,547","1,522",172,853,253,158,14,81,787,473,58,256,"1,040",631,72,337,"1,507",891,100,516,834,88,245,333,501,901,276,3,279,622,628,211,3,214,414,273,65,65,208,459,41,153,11,306,30
OR-506,432,73,47,312,66,31,8,27,126,18,15,93,8,1,7,200,49,24,127,232,24,23,185,303,4,42,257,13,2,7,4,94,0,13,81,8,1,7,115,2,21,92,188,2,21,165,129,69,5,55,53,29,1,23,32,18,2,12,85,47,3,35,44,22,2,20,47,19,11,30,17,77,0,8,8,69,69,0,8,8,61,8,0,0,8,91,7,64,5,27,2
OR-507,619,224,61,334,40,21,0,19,101,53,23,25,0,0,0,141,74,23,44,478,150,38,290,338,11,41,286,6,0,0,6,16,1,7,8,0,0,0,22,1,7,14,316,10,34,272,281,213,20,48,34,21,0,13,85,52,16,17,119,73,16,30,162,140,4,18,53,12,28,40,13,191,4,0,4,187,134,4,0,4,130,57,0,0,57,36,0,0,0,36,0
PA-500,5645,"1,653",595,"3,397","3,238",902,318,"2,018","1,782",751,260,771,99,2,97,"5,119","1,653",580,"2,886",526,0,15,511,"3,070",22,230,"2,818","1,844",21,151,"1,672",601,1,62,538,99,2,97,"2,544",22,215,"2,307",526,0,15,511,"2,575","1,631",365,579,"1,394",881,167,346,"1,181",750,198,233,"2,575","1,631",365,579,0,0,0,0,911,491,420,911,0,633,150,70,220,413,597,114,70,184,413,36,36,36,0,440,57,369,52,71,5
PA-501,390,117,21,252,184,43,9,132,143,62,11,70,15,0,15,342,105,20,217,48,12,1,35,214,0,8,206,120,0,5,115,46,0,3,43,15,0,15,181,0,8,173,33,0,0,33,176,117,13,46,64,43,4,17,97,62,8,27,161,105,12,44,15,12,1,2,59,21,35,56,3,76,35,15,50,26,59,27,15,42,17,17,8,8,9,37,5,32,5,5,0
PA-502,546,182,33,331,292,83,19,190,209,99,9,101,0,0,0,501,182,28,291,45,0,5,40,251,0,24,227,165,0,17,148,41,0,2,39,0,0,0,206,0,19,187,45,0,5,40,295,182,9,104,127,83,2,42,168,99,7,62,295,182,9,104,0,0,0,0,86,41,45,86,0,38,26,0,26,12,34,22,0,22,12,4,4,4,0,27,1,21,1,6,0
PA-503,165,37,20,108,65,15,5,45,88,22,15,51,0,0,0,153,37,20,96,12,0,0,12,106,0,15,91,42,0,3,39,52,0,12,40,0,0,0,94,0,15,79,12,0,0,12,59,37,5,17,23,15,2,6,36,22,3,11,59,37,5,17,0,0,0,0,22,8,14,22,0,3,2,0,2,1,3,2,0,2,1,0,0,0,0,21,2,20,2,1,0
PA-504,464,168,52,244,185,47,20,118,266,121,30,115,0,0,0,451,168,50,233,13,0,2,11,184,0,14,170,108,0,11,97,63,0,1,62,0,0,0,171,0,12,159,13,0,2,11,280,168,38,74,77,47,9,21,203,121,29,53,280,168,38,74,0,0,0,0,85,24,61,85,0,18,15,0,15,3,18,15,0,15,3,0,0,0,0,13,1,12,1,1,0
PA-505,641,95,46,500,240,25,34,181,350,70,12,268,8,0,8,598,95,46,457,43,0,0,43,498,0,44,454,201,0,34,167,246,0,10,236,8,0,8,455,0,44,411,43,0,0,43,143,95,2,46,39,25,0,14,104,70,2,32,143,95,2,46,0,0,0,0,45,11,34,45,0,72,56,7,63,9,72,56,7,63,9,0,0,0,0,259,26,259,26,0,0
PA-506,468,129,34,305,243,37,14,192,212,92,17,103,0,0,0,455,129,31,295,13,0,3,10,276,0,31,245,188,0,13,175,75,0,15,60,0,0,0,263,0,28,235,13,0,3,10,192,129,3,60,55,37,1,17,137,92,2,43,192,129,3,60,0,0,0,0,61,18,43,61,0,88,75,0,75,13,88,75,0,75,13,0,0,0,0,32,2,29,2,3,0
PA-508,252,100,21,131,62,15,6,41,181,85,14,82,4,1,3,247,100,21,126,5,0,0,5,92,0,10,82,37,0,5,32,46,0,4,42,4,1,3,87,0,10,77,5,0,0,5,160,100,11,49,25,15,1,9,135,85,10,40,160,100,11,49,0,0,0,0,50,8,42,50,0,22,13,4,17,5,22,13,4,17,5,0,0,0,0,33,1,33,1,0,0
PA-509,2081,689,252,"1,140",856,252,107,497,908,402,124,382,0,0,0,"1,764",654,231,879,317,35,21,261,974,10,146,818,473,7,74,392,245,3,56,186,0,0,0,718,10,130,578,256,0,16,240,"1,107",679,106,322,383,245,33,105,663,399,68,196,"1,046",644,101,301,61,35,5,21,363,119,224,343,20,202,92,0,92,110,179,77,0,77,102,23,15,15,8,136,14,83,6,53,8
PA-510,518,162,60,296,202,43,26,133,306,119,33,154,0,0,0,508,162,59,287,10,0,1,9,259,0,29,230,129,0,17,112,120,0,11,109,0,0,0,249,0,28,221,10,0,1,9,259,162,31,66,73,43,9,21,186,119,22,45,259,162,31,66,0,0,0,0,94,30,64,94,0,34,32,0,32,2,34,32,0,32,2,0,0,0,0,36,4,33,4,3,0
PA-511,451,203,48,200,110,37,8,65,300,166,38,96,0,0,0,410,203,46,161,41,0,2,39,136,4,13,119,60,4,4,52,35,0,7,28,0,0,0,95,4,11,80,41,0,2,39,315,199,35,81,50,33,4,13,265,166,31,68,315,199,35,81,0,0,0,0,102,14,88,102,0,13,8,0,8,5,13,8,0,8,5,0,0,0,0,16,0,12,0,4,0
PA-512,278,94,39,145,132,41,22,69,116,41,12,63,0,0,0,248,82,34,132,30,12,5,13,125,0,14,111,65,0,9,56,50,0,3,47,0,0,0,115,0,12,103,10,0,2,8,153,94,25,34,67,41,13,13,66,41,9,16,133,82,22,29,20,12,3,5,53,24,23,47,6,35,25,0,25,10,16,13,0,13,3,19,12,12,7,17,2,14,1,3,1
PA-600,1492,398,166,928,369,71,38,260,964,327,113,524,68,0,68,"1,401",398,151,852,91,0,15,76,827,0,106,721,253,0,29,224,415,0,62,353,68,0,68,736,0,91,645,91,0,15,76,665,398,60,207,116,71,9,36,549,327,51,171,665,398,60,207,0,0,0,0,230,38,192,230,0,214,113,68,181,33,207,106,68,174,33,7,7,7,0,207,23,191,22,16,1
PA-601,1170,314,145,711,521,100,65,356,504,195,61,248,35,2,33,"1,060",295,128,637,110,19,17,74,654,0,95,559,356,0,46,310,184,0,32,152,35,2,33,575,0,80,495,79,0,15,64,516,314,50,152,165,100,19,46,320,195,29,96,485,295,48,142,31,19,2,10,171,58,104,162,9,176,140,18,158,18,154,118,18,136,18,22,22,22,0,161,6,157,5,4,1
PA-603,90,24,6,60,21,12,4,5,66,12,2,52,0,0,0,87,24,6,57,3,0,0,3,49,0,3,46,4,0,2,2,42,0,1,41,0,0,0,46,0,3,43,3,0,0,3,41,24,3,14,17,12,2,3,24,12,1,11,41,24,3,14,0,0,0,0,15,5,10,15,0,15,14,0,14,1,2,1,0,1,1,13,13,13,0,2,0,1,0,1,0
PA-605,435,102,52,281,223,32,22,169,160,53,15,92,0,0,0,383,85,37,261,52,17,15,20,258,0,34,224,162,0,17,145,70,0,6,64,0,0,0,232,0,23,209,26,0,11,15,177,102,18,57,61,32,5,24,90,53,9,28,151,85,14,52,26,17,4,5,62,19,33,52,10,42,32,0,32,10,38,28,0,28,10,4,4,4,0,25,3,24,2,1,1
PR-502,2094,195,118,"1,781",188,15,10,163,718,138,53,527,21,0,21,927,153,63,711,"1,167",42,55,"1,070","1,789",3,88,"1,698",165,0,7,158,498,0,32,466,21,0,21,684,0,39,645,"1,105",3,49,"1,053",305,192,30,83,23,15,3,5,220,138,21,61,243,153,24,66,62,39,6,17,97,8,66,74,23,659,95,21,116,543,655,95,21,116,539,4,0,0,4,28,1,15,0,13,1
PR-503,2034,170,85,"1,779",151,7,8,136,277,50,39,188,47,0,47,475,57,47,371,"1,559",113,38,"1,408","1,681",1,64,"1,616",135,0,7,128,191,0,26,165,47,0,47,373,0,33,340,"1,308",1,31,"1,276",353,169,21,163,16,7,1,8,86,50,13,23,102,57,14,31,251,112,7,132,88,8,25,33,55,"1,471",100,45,145,"1,326",974,95,45,140,834,497,5,5,492,54,1,25,1,29,0
RI-500,1384,334,120,930,850,186,71,593,400,144,37,219,17,1,16,"1,267",330,109,828,117,4,11,102,862,4,71,787,564,2,46,516,172,2,13,157,17,1,16,753,4,60,689,109,0,11,98,522,330,49,143,286,184,25,77,228,142,24,62,514,326,49,139,8,4,0,4,177,96,79,175,2,251,182,16,198,53,243,174,16,190,53,8,8,8,0,97,2,95,2,2,0
SC-500,733,57,36,640,181,29,16,136,151,28,12,111,0,0,0,332,57,28,247,401,0,8,393,635,0,24,611,128,0,10,118,106,0,6,100,0,0,0,234,0,16,218,401,0,8,393,98,57,12,29,53,29,6,18,45,28,6,11,98,57,12,29,0,0,0,0,21,9,12,21,0,105,39,0,39,66,102,36,0,36,66,3,3,3,0,177,12,116,9,61,3
SC-501,2308,533,158,"1,617",713,109,56,548,875,270,50,555,12,1,11,"1,600",379,107,"1,114",708,154,51,503,"1,488",0,99,"1,389",548,0,41,507,451,0,26,425,12,1,11,"1,011",0,68,943,477,0,31,446,820,533,59,228,165,109,15,41,424,270,24,130,589,379,39,171,231,154,20,57,301,70,131,201,100,106,11,12,23,83,96,11,12,23,73,10,0,0,10,107,5,57,4,50,1
SC-502,2007,289,131,"1,587",609,82,32,495,464,122,32,310,0,0,0,"1,073",204,64,805,934,85,67,782,"1,558",0,110,"1,448",478,0,23,455,278,0,21,257,0,0,0,756,0,44,712,802,0,66,736,449,289,21,139,131,82,9,40,186,122,11,53,317,204,20,93,132,85,1,46,169,46,69,115,54,179,70,0,70,109,164,55,0,55,109,15,15,15,0,243,32,142,15,101,17
SC-503,1496,260,111,"1,125",174,18,14,142,232,26,26,180,0,0,0,406,44,40,322,"1,090",216,71,803,"1,055",4,82,969,146,0,11,135,192,2,22,168,0,0,0,338,2,33,303,717,2,49,666,441,256,29,156,28,18,3,7,40,24,4,12,68,42,7,19,373,214,22,137,149,11,17,28,121,93,11,0,11,82,91,11,0,11,80,2,0,0,2,109,3,30,0,79,3
SD-500,1094,400,95,599,433,139,30,264,322,125,46,151,0,0,0,755,264,76,415,339,136,19,184,557,20,56,481,255,17,19,219,139,3,23,113,0,0,0,394,20,42,332,163,0,14,149,537,380,39,118,178,122,11,45,183,122,23,38,361,244,34,83,176,136,5,35,154,56,59,115,39,217,71,0,71,146,117,42,0,42,75,100,29,29,71,125,6,106,6,19,0
TN-500,591,141,28,422,280,22,11,247,142,64,8,70,0,0,0,422,86,19,317,169,55,9,105,389,0,21,368,245,0,10,235,45,0,3,42,0,0,0,290,0,13,277,99,0,8,91,202,141,7,54,35,22,1,12,97,64,5,28,132,86,6,40,70,55,1,14,66,14,32,46,20,102,70,0,70,32,85,53,0,53,32,17,17,17,0,50,3,37,2,13,1
TN-501,1816,422,67,"1,327",461,65,5,391,"1,199",357,55,787,0,0,0,"1,660",422,60,"1,178",156,0,7,149,"1,151",0,51,"1,100",356,0,1,355,639,0,43,596,0,0,0,995,0,44,951,156,0,7,149,665,422,16,227,105,65,4,36,560,357,12,191,665,422,16,227,0,0,0,0,216,33,183,216,0,177,82,0,82,95,174,79,0,79,95,3,3,3,0,218,9,197,8,21,1
TN-502,993,63,52,878,440,23,25,392,410,36,20,354,0,0,0,850,59,45,746,143,4,7,132,897,6,50,841,404,2,25,377,358,4,18,336,0,0,0,762,6,43,713,135,0,7,128,96,57,2,37,36,21,0,15,52,32,2,18,88,53,2,33,8,4,0,4,35,15,18,33,2,167,99,0,99,68,165,97,0,97,68,2,2,2,0,99,3,85,3,14,0
TN-503,283,23,52,208,124,19,29,76,146,3,23,120,0,0,0,270,22,52,196,13,1,0,12,245,0,47,198,94,0,25,69,140,0,22,118,0,0,0,234,0,47,187,11,0,0,11,38,23,5,10,30,19,4,7,6,3,1,2,36,22,5,9,2,1,0,1,15,12,2,14,1,32,24,0,24,8,28,20,0,20,8,4,4,4,0,45,3,43,3,2,0
TN-504,2069,187,204,"1,678","1,171",92,90,989,637,95,106,436,11,0,11,"1,819",187,196,"1,436",250,0,8,242,"1,806",19,196,"1,591","1,038",2,85,951,507,17,103,387,11,0,11,"1,556",19,188,"1,349",250,0,8,242,263,168,8,87,133,90,5,38,130,78,3,49,263,168,8,87,0,0,0,0,90,43,47,90,0,943,683,10,693,250,919,659,10,669,250,24,24,24,0,305,13,250,11,55,2
TN-506,372,99,38,235,80,11,9,60,68,26,6,36,0,0,0,148,37,15,96,224,62,23,139,207,7,27,173,60,0,9,51,26,0,2,24,0,0,0,86,0,11,75,121,7,16,98,165,92,11,62,20,11,0,9,42,26,4,12,62,37,4,21,103,55,7,41,51,6,15,21,30,74,18,0,18,56,43,14,0,14,29,31,4,4,27,11,0,3,0,8,0
TN-507,1673,208,102,"1,363",190,33,26,131,72,13,1,58,8,0,8,270,46,27,197,"1,403",162,75,"1,166","1,021",3,74,944,74,0,14,60,33,0,0,33,8,0,8,115,0,14,101,906,3,60,843,652,205,28,419,116,33,12,71,39,13,1,25,155,46,13,96,497,159,15,323,227,41,16,57,170,264,34,8,42,222,181,19,8,27,154,83,15,15,68,105,0,35,0,70,0
TN-509,694,142,8,544,347,44,0,303,70,8,0,62,0,0,0,417,52,0,365,277,90,8,179,487,37,5,445,263,1,0,262,54,0,0,54,0,0,0,317,1,0,316,170,36,5,129,207,105,3,99,84,43,0,41,16,8,0,8,100,51,0,49,107,54,3,50,86,41,8,49,37,216,49,0,49,167,132,45,0,45,87,84,4,4,80,101,4,63,3,38,1
TN-510,241,43,21,177,106,34,10,62,55,8,6,41,0,0,0,161,42,16,103,80,1,5,74,177,0,17,160,56,0,7,49,44,0,5,39,0,0,0,100,0,12,88,77,0,5,72,64,43,4,17,50,34,3,13,11,8,1,2,61,42,4,15,3,1,0,2,20,16,3,19,1,71,25,0,25,46,71,25,0,25,46,0,0,0,0,20,0,11,0,9,0
TN-512,796,155,82,559,222,67,19,136,82,14,9,59,0,0,0,304,81,28,195,492,74,54,364,529,6,62,461,117,0,16,101,60,1,9,50,0,0,0,177,1,25,151,352,5,37,310,267,149,20,98,105,67,3,35,22,13,0,9,127,80,3,44,140,69,17,54,74,28,8,36,38,173,60,0,60,113,131,50,0,50,81,42,10,10,32,37,7,4,3,33,4
TX-500,2980,532,212,"2,236","1,033",257,100,676,660,275,19,366,44,3,41,"1,737",532,122,"1,083","1,243",0,90,"1,153","2,165",53,168,"1,944",650,3,68,579,228,50,7,171,44,3,41,922,53,78,791,"1,243",0,90,"1,153",815,479,44,292,383,254,32,97,432,225,12,195,815,479,44,292,0,0,0,0,338,131,207,338,0,621,422,41,463,158,297,177,41,218,79,324,245,245,79,122,15,88,14,34,1
TX-503,2090,420,129,"1,541",847,168,50,629,463,252,62,149,15,0,15,"1,325",420,112,793,765,0,17,748,"1,474",21,71,"1,382",627,15,38,574,67,6,16,45,15,0,15,709,21,54,634,765,0,17,748,616,399,58,159,220,153,12,55,396,246,46,104,616,399,58,159,0,0,0,0,195,68,127,195,0,458,115,15,130,328,432,89,15,104,328,26,26,26,0,300,10,125,10,175,0
TX-600,3163,789,245,"2,129","1,708",372,110,"1,226","1,181",410,113,658,23,1,22,"2,912",782,224,"1,906",251,7,21,223,"1,962",19,156,"1,787","1,152",13,74,"1,065",545,4,61,480,23,1,22,"1,720",17,136,"1,567",242,2,20,220,"1,201",770,89,342,556,359,36,161,636,406,52,178,"1,192",765,88,339,9,5,1,3,390,178,209,387,3,502,392,21,413,89,443,345,21,366,77,59,47,47,12,303,33,263,33,40,0
TX-601,2390,739,186,"1,465","1,126",250,79,797,965,489,85,391,18,0,18,"2,109",739,164,"1,206",281,0,22,259,"1,282",12,108,"1,162",771,12,60,699,212,0,26,186,18,0,18,"1,001",12,86,903,281,0,22,259,"1,108",727,78,303,355,238,19,98,753,489,59,205,"1,108",727,78,303,0,0,0,0,336,110,226,336,0,226,147,12,159,67,208,129,12,141,67,18,18,18,0,217,14,166,11,51,3
TX-603,1217,334,114,769,544,105,59,380,472,229,48,195,20,0,20,"1,036",334,107,595,181,0,7,174,717,8,64,645,390,5,35,350,135,3,22,110,20,0,20,545,8,57,480,172,0,7,165,500,326,50,124,154,100,24,30,337,226,26,85,491,326,50,115,9,0,0,9,149,45,101,146,3,131,81,12,93,38,96,50,12,62,34,35,31,31,4,136,26,80,18,56,8
TX-604,295,102,28,165,118,32,10,76,111,59,6,46,1,0,1,230,91,16,123,65,11,12,42,118,0,16,102,54,0,6,48,14,0,0,14,1,0,1,69,0,6,63,49,0,10,39,177,102,12,63,64,32,4,28,97,59,6,32,161,91,10,60,16,11,2,3,71,32,35,67,4,30,11,0,11,19,26,11,0,11,15,4,0,0,4,32,3,17,2,15,1
TX-607,10128,"1,362",533,"8,233","2,575",469,115,"1,991","1,363",199,83,"1,081",0,0,0,"3,938",668,198,"3,072","6,190",694,335,"5,161","7,519",556,427,"6,536","1,293",77,71,"1,145",885,42,63,780,0,0,0,"2,178",119,134,"1,925","5,341",437,293,"4,611","2,609",806,106,"1,697","1,282",392,44,846,478,157,20,301,"1,760",549,64,"1,147",849,257,42,550,730,357,140,497,233,"2,022",456,0,456,"1,566","1,861",392,0,392,"1,469",161,64,64,97,"1,766",101,701,44,"1,065",57
TX-611,516,79,90,347,398,38,90,270,70,41,0,29,0,0,0,468,79,90,299,48,0,0,48,391,0,84,307,338,0,84,254,5,0,0,5,0,0,0,343,0,84,259,48,0,0,48,125,79,6,40,60,38,6,16,65,41,0,24,125,79,6,40,0,0,0,0,40,21,19,40,0,122,105,0,105,17,120,103,0,103,17,2,2,2,0,106,12,96,12,10,0
TX-624,302,52,13,237,253,51,12,190,0,0,0,0,0,0,0,253,51,12,190,49,1,1,47,235,13,11,211,186,12,10,164,0,0,0,0,0,0,0,186,12,10,164,49,1,1,47,67,39,2,26,67,39,2,26,0,0,0,0,67,39,2,26,0,0,0,0,28,28,0,28,0,86,56,0,56,30,75,45,0,45,30,11,11,11,0,9,0,9,0,0,0
TX-700,6359,"1,027",499,"4,833","1,241",341,83,817,"2,127",611,163,"1,353",13,1,12,"3,381",952,247,"2,182","2,978",75,252,"2,651","4,794",36,395,"4,363",741,17,53,671,"1,171",0,103,"1,068",13,1,12,"1,925",17,157,"1,751","2,869",19,238,"2,612","1,565",991,104,470,500,324,30,146,956,611,60,285,"1,456",935,90,431,109,56,14,39,524,158,323,481,43,"1,309",248,10,258,"1,051","1,184",201,10,211,973,125,47,47,78,877,73,452,56,425,17
TX-701,175,42,7,126,92,21,6,65,44,10,0,34,0,0,0,136,31,6,99,39,11,1,27,101,0,4,97,57,0,4,53,26,0,0,26,0,0,0,83,0,4,79,18,0,0,18,74,42,3,29,35,21,2,12,18,10,0,8,53,31,2,20,21,11,1,9,25,12,5,17,8,28,24,0,24,4,28,24,0,24,4,0,0,0,0,10,0,10,0,0,0
